Service Code,Department,Category,Service Name,Service Rate
DRPF000021,Dermatology,Dermatology,LASER HAIR REMOVAL CHIN,190000
DRPF000022,Dermatology,"ENT (Ear, Nose & Throat)",LASER HAIR REMOVAL FOREARMS,180000
DRPF000023,Dermatology,Dermatology,LASER HAIR REMOVAL FULL FACE,55100
DRPF000024,Dermatology,Dermatology,LASER HAIR REMOVAL LEGS,55100
DRPF000025,Dermatology,Dermatology,LASER HAIR REMOVAL NECK,55100
DRPF000026,Dermatology,Dermatology,LASER HAIR REMOVAL PRE STERNALAREA,42900
DRPF000027,Dermatology,Dermatology,LASER HAIR REMOVAL SIDES OF FACE,24000
DRPF000028,Dermatology,Dermatology,LASER HAIR REMOVAL THIGHS,150000
DRPF000029,Dermatology,Dermatology,LASER HAIR REMOVAL UPPERARMS,55100
DRPF000030,Dermatology,Dermatology,LASER HAIR REMOVAL UPPER LIP,42900
DRPF000031,Dermatology,Dermatology,MOLLUSCUM /MILIA - FEW,24000
DRPF000032,Dermatology,Dermatology,MOLLUSCUM / 11LIA -MULTIPLE,9200
DRPF000033,Dermatology,Surgical Procedures,NAIL SURGERY (PER NAIL),30000
DRPF000034,Dermatology,Pharmaceuticals,PATCH TEST,30600
DRPF000035,Dermatology,Surgical Procedures,PUNCH GRAFTING MULTIPLE PUNCHES :COMPLEX,24000
DRPF000036,Dermatology,Surgical Procedures,PUNCH GRAFTING MULTIPLE PUNCHES :SIMPLE,124000
DRPF000037,Dermatology,Surgical Procedures,PUNCH GRAFTING PER PUNCH,55100
DRPF000038,Dermatology,Laboratory Tests,SKIN BIOPSY (WITHOUT HISTOPATHOLOGY),9200
DRPF000039,Dermatology,Dermatology,SUBCISION,120000
DRPF000040,Dermatology,Dermatology,LASER HAIR REMOVAL FULL FACE,120000
DRPF000115,Dermatology,Dermatology,"ALTERNATE BINAURAL LOUDNESS BALANCE,ABLB",30600
ENPF000001,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","ANTRALWASH U LA,Bl",9200
ENPF000002,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",AUDIOMETERY SPECIAL TEST,50000
ENPF000003,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","AUDIOMETRY, IMPEDANCE",75000
ENPF000004,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","AUDIOMETRY, PURE TONE -PTA",75000
ENPF000005,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","AUDIOMETRY, PURE TONE+COCHLEAR+RETROCOCHLEAR DISORDERS IDEN",80000
ENPF000006,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","AUDIOMETRY, PURE TONE+IMPEDANCE",85000
ENPF000007,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",BSERNBAER,42900
ENPF000008,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",CALORIC TEST,24000
ENPF000009,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",CAUTERIZATION EPISTAXIS,150000
ENPF000010,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",CAUTERY OFTURBINATES/ SEPTUM,150000
ENPF000011,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",CAVITY CARE,50000
ENPF000012,"ENT (Ear, Nose & Throat)",Medical Supplies & Equipment,CHANGE OFTRACHEOSTOMY TUBE,28200
ENPF000013,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",DIRECT LARYNGOSCO PY,25000
ENPF000014,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","DRAINAGE OF FURUNCLE,EAR",25000
ENPF000015,"ENT (Ear, Nose & Throat)",Laboratory Tests,EAR BIOPSY U LA PROCEDURE,150000
ENPF000016,"ENT (Ear, Nose & Throat)",Medical Supplies & Equipment,"EAR DRESSING,UNI",35000
ENPF000017,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",EAR PIERCING EACH(METARIAL COSTADDITIONAL),5300
ENPF000018,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","EAR SYRINGING,UNI",45000
ENPF000019,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",EARWICK,10000
ENPF000020,"ENT (Ear, Nose & Throat)",Endoscopy & Minimal Invasive,"ENDOSCOPY, RIGID LA NASAL",50000
ENPF000021,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","EVOKED POTENTIAL TEST,BRAIN STEM",150000
ENPF000022,"ENT (Ear, Nose & Throat)",Surgical Procedures,EXCISION OF EXTERNAL LESION U LA,250000
ENPF000023,"ENT (Ear, Nose & Throat)",Surgical Procedures,EXCISION OF NASAL LESIONS U LA,650000
ENPF000024,"ENT (Ear, Nose & Throat)",Surgical Procedures,EXCISION OFTHROAT LESION G.A,650000
ENPF000025,"ENT (Ear, Nose & Throat)",Dental Services,EXPOSURE OFUNERUPTED TOOTH,650000
ENPF000026,"ENT (Ear, Nose & Throat)",Surgical Procedures,EXT.EAR LESION EXCISION U LA,650000
ENPF000027,"ENT (Ear, Nose & Throat)",Anaesthesia,"FB REMOVALWOANAESTHESIA,ENT",250000
ENPF000028,"ENT (Ear, Nose & Throat)",Dental Services,FIBER GLASS SPLINTING OFTRUMATISED TEETH,250000
ENPF000029,"ENT (Ear, Nose & Throat)",Endoscopy & Minimal Invasive,FLEXIBLE ENDOSCOPY,50000
ENPF000030,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",FNAC,250000
ENPF000031,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",FRENECTOMY & FRENATOMY,150000
ENPF000032,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",GINGIVECTOMY,250000
ENPF000033,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",INDIRECT LARYNGOSCO PY,12300
ENPF000034,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","INCISION OFABSCESS,EAR",250000
ENPF000035,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","INCISION OF HAEMATOMA, EARi PINNA INCISON",250000
ENPF000036,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",INCISION OFSEPTALABSCESS,250000
ENPF000037,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",INCISION OFSEPTAL HAEMATOMA,250000
ENPF000038,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","INFRA RED COAGULATION OF INFERIOR TURBINATE OFTHE NOSE,Bl",250000
ENPF000039,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","INFRA RED COAGULATION OF INFERIOR TURBINATE OFTHE NOSE,UNI",250000
ENPF000040,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","LARYNGOSCO PY, DIAGNOSTIC G.A",28200
ENPF000041,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","LOCAL EAR TREATMENT,M/S",140800
ENPF000042,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","MAXILLARY SINUS /ANTRALWASHOUT,UNI",9200
ENPF000043,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","MICRO LARYNGOSCO PY, DIAGNOSTIC",12300
ENPF000044,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","MYRINGOTOMY+GROMMET INSERTIONU LA, Bl",30600
ENPF000045,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",MYRINGOTOMY+GROMMETS   /UNI,61200
ENPF000046,"ENT (Ear, Nose & Throat)",Laboratory Tests,"NASAL BIOPSY U LA, PROCEDURE",42900
ENPF000047,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",NASAL IRRIGATION U LA,30600
ENPF000048,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","NASAL PACKING,MINORIANTERIOR",12300
ENPF000049,"ENT (Ear, Nose & Throat)",Endoscopy & Minimal Invasive,"NASAL PHARYNGO LARYNGO ENDOSCOPY U LA,FIBROPTIC",24000
ENPF000050,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","NASAL POLYPECTOMY, MINORI UNILATERAL",30600
ENPF000051,"ENT (Ear, Nose & Throat)",Endoscopy & Minimal Invasive,NASAL ENDOSCOPY,61200
ENPF000052,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",NASAL TOILET,30600
ENPF000053,"ENT (Ear, Nose & Throat)",Endoscopy & Minimal Invasive,NASAL ENDOSCOPY WITH MULLER MANEUVER,12300
ENPF000054,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",OTOACCOUSTIC EMISSIONS TEST,16000
ENPF000055,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",OTOMICROSCOPY,12300
ENPF000056,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","OTOSCOPY+REMOVAL OF FB U LA,MAJOR",12300
ENPF000057,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",PACK REMOVAL,36800
ENPF000058,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",PINNA INCISION U LA,9200
ENPF000059,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",POSITIONAL TEST,49000
ENPF000060,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",QUINSY INCISION,9200
ENPF000061,"ENT (Ear, Nose & Throat)",Orthopaedics,REDUCTION OF FRACTURE NASAL BONES L.A,16000
ENPF000062,"ENT (Ear, Nose & Throat)",Orthopaedics,REDUCTION OF FRACTURE NASAL BONES U GA MINOR,36800
ENPF000063,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",REFLEX DECAY,600000
ENPF000064,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","REMOVAL OF FB,EAR",9200
ENPF000065,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","REMOVAL OF FB,NOSE MINOR",50300
ENPF000066,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","REMOVAL OF FB,THROAT,MINOR",50300
ENPF000067,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",REMOVAL OF IMPACTED EARWAX I UNI,40200
ENPF000069,"ENT (Ear, Nose & Throat)",Dental Services,SOFT TISSUE CROWN LENGTHEMING,10200
ENPF000070,"ENT (Ear, Nose & Throat)",Therapy & Rehabilitation,SPEECH THERAPY 30 MTS,12300
ENPF000071,"ENT (Ear, Nose & Throat)",Therapy & Rehabilitation,SPEECH THERAPY 45 MTS,12300
ENPF000072,"ENT (Ear, Nose & Throat)",Therapy & Rehabilitation,SPEECH THERAPY 60 MTS,18400
ENPF000073,"ENT (Ear, Nose & Throat)",Dental Services,STAINLESS STEEL (READYMADE) CROWN,24500
ENPF000074,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",SUCTION CLEARANCE UNI-LATERAL,49000
ENPF000075,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",TGM +PTA,6200
ENPF000076,"ENT (Ear, Nose & Throat)",Orthopaedics,TGM +PTA+SRT+DISC,16000
ENPF000077,"ENT (Ear, Nose & Throat)",Laboratory Tests,THROAT BIOPSY U LA PROCEDURE,24000
ENPF000078,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)","TONE DECAY TEST,TOT",61200
ENPF000079,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",TRACHESOTOMY MINI,6200
ENPF000080,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",TYMPANOMETRY,150200
ENPF000081,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",VIDEONYSTAGMOSCOPY,15000
ENPF000082,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",WMREMOVAL,12300
ENPF000083,"ENT (Ear, Nose & Throat)",Endoscopy & Minimal Invasive,MICRO LARYNGOSCOPY,6200
ENPF000086,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",EPLEY MANEUVER,61200
ENPF000087,"ENT (Ear, Nose & Throat)","ENT (Ear, Nose & Throat)",ABRASIO UGA OP,15000
ENSF000001,ENT Surgery,Paediatric Services,"ADENO TONSILLECTOMY, CHILDREN",800000
ENSF000002,ENT Surgery,"ENT (Ear, Nose & Throat)",ADENOIDECTOMY,750000
ENSF000003,ENT Surgery,"ENT (Ear, Nose & Throat)",ADENOIDECTOMY+EXCISSION OFNECK  MASS,1200000
ENSF000004,ENT Surgery,ENT Surgery,"ANTROSTOMY, 81",1200000
ENSF000005,ENT Surgery,ENT Surgery,"ANTROSTOMY, CALDWELL LUC,UNI",1200000
ENSF000007,ENT Surgery,ENT Surgery,BRACIAL FISTULA,306000
ENSF000008,ENT Surgery,ENT Surgery,BILATERAL FESS + SEPTOPLASTY,306000
ENSF000009,ENT Surgery,ENT Surgery,BILATERAL FESS +LEFT SIDE FRONTAL TRIEPHINE+LEFT MODIFIED LOTHROPE,428400
ENSF000010,ENT Surgery,ENT Surgery,BLOCK DISSECTION OFNECK,195400
ENSF000011,ENT Surgery,Endoscopy & Minimal Invasive,"BRONCHOSCOPY, THERAPEUTIC",489500
ENSF000012,ENT Surgery,ENT Surgery,CONGINITAL TOTOCOLITIES,306000
ENSF000013,ENT Surgery,"ENT (Ear, Nose & Throat)",CAUTARIZATION  OFTONSILECTOMY,550700
ENSF000014,ENT Surgery,ENT Surgery,DACRYO CYSTO RHINOSTOMY,122400
ENSF000015,ENT Surgery,ENT Surgery,EXPLORATORY TYMPANOTOMY+ASTIICOTOMY,428400
ENSF000016,ENT Surgery,ENT Surgery,EXPLORATORY    TYMPANOTOMY+TYMPANOPLASTY,489500
ENSF000017,ENT Surgery,"ENT (Ear, Nose & Throat)",EXCISSION OFRETENTION CYST UNDER L.A,306000
ENSF000018,ENT Surgery,ENT Surgery,EMERGENCY TRACHEOSTOMY,79600
ENSF000019,ENT Surgery,ENT Surgery,ENDOSCOPIC POLYPECTOMY & ETHMOIDECTOMY,244800
ENSF000020,ENT Surgery,ENT Surgery,"ETHMOIDECTOMY, EXTERNAL",428400
ENSF000021,ENT Surgery,"ENT (Ear, Nose & Throat)","ETHMOIDECTOMY, INTRANASAL",489500
ENSF000022,ENT Surgery,"ENT (Ear, Nose & Throat)","ETHMOIDECTOMY, TRANSNASAL",244800
ENSF000023,ENT Surgery,Laboratory Tests,EUA  OFNOSE+/NASOPHARYNX+BIOPSY,489500
ENSF000024,ENT Surgery,Laboratory Tests,EUA POST NASAL SPACE & BIOPSY,183600
ENSF000025,ENT Surgery,Surgical Procedures,EXCISION ELONGATED STYLOID PROCESS,79600
ENSF000026,ENT Surgery,Surgical Procedures,EXCISION PARAPHARYNGEAL SPACE TUMOUR,489500
ENSF000027,ENT Surgery,Surgical Procedures,EXCISION OF LESSION OF EXTERNALAUDITORY CANAL,489500
ENSF000028,ENT Surgery,Surgical Procedures,EXCISION OF LESSION OFEXTERNAL EAR,122400
ENSF000029,ENT Surgery,ENT Surgery,FACIAL NERVE DECOMPRESSION,306000
ENSF000030,ENT Surgery,Surgical Procedures,FACIAL NERVE SURGERY,420400
ENSF000031,ENT Surgery,ENT Surgery,FESS (ANTERIOR & POSTERIOR ),489500
ENSF000032,ENT Surgery,ENT Surgery,"FESS FOR UNCINECTOMY &ANTROSTOMY, 81",306000
ENSF000033,ENT Surgery,ENT Surgery,FLAP RECONSTRUCTION OFSOFT PALATE,183600
ENSF000034,ENT Surgery,Orthopaedics,"FRACTURE  NOSE,REDUCTION",183600
ENSF000035,ENT Surgery,ENT Surgery,GROMMET INSERTION ONLY,61200
ENSF000036,ENT Surgery,ENT Surgery,GLOTOPLASTY,79600
ENSF000037,ENT Surgery,ENT Surgery,HEMILARYNGECTOMY,244800
ENSF000038,ENT Surgery,ENT Surgery,INCISIONAND DRAINAGE HAEMATOMYAURIS UNDER GA,611900
ENSF000039,ENT Surgery,ENT Surgery,INCISIONAND DRAINAGE PINNAABSCESS,244800
ENSF000040,ENT Surgery,ENT Surgery,INSERTION OFVOICE PROSTHESIS UNDER GA,244800
ENSF000041,ENT Surgery,Pharmaceuticals,INJECTION INTO LARYNX,306000
ENSF000042,ENT Surgery,Endoscopy & Minimal Invasive,"LARYNGOSCOPY, THERAPEUTIC",306000
ENSF000043,ENT Surgery,ENT Surgery,LATERAL RHINOTOMY,183600
ENSF000044,ENT Surgery,ENT Surgery,MEDICAL MAXILLECTOMY,550700
ENSF000045,ENT Surgery,Pharmaceuticals,MLS DIAGNOSTIC,428400
ENSF000046,ENT Surgery,ENT Surgery,MODIFIED REDICAL MASTOIDECTOMY,183600
ENSF000047,ENT Surgery,ENT Surgery,MODIFIED REDICAL MASTOIDECTOMY + TYMPANOPLAST,550700
ENSF000048,ENT Surgery,ENT Surgery,MYRINGOTOMY +GROMMET UNILATERAL,795400
ENSF000049,ENT Surgery,ENT Surgery,MYRINGOTOMY UNILATERAU BILATERAL,183600
ENSF000050,ENT Surgery,ENT Surgery,"MYRINGOTOMY+GROMMET INSERTION U GA, Bl",122400
ENSF000051,ENT Surgery,ENT Surgery,MYRINGOPLAST,183600
ENSF000052,ENT Surgery,"ENT (Ear, Nose & Throat)",MEATOPLASTY OF EXTERNAL EAR,428400
ENSF000053,ENT Surgery,"ENT (Ear, Nose & Throat)","NASAL PACKING,MAJOR! POSTERIOR",428400
ENSF000054,ENT Surgery,"ENT (Ear, Nose & Throat)","NASAL POLYPECTOMY, MAJOR I BILATERAL",79600
ENSF000055,ENT Surgery,"ENT (Ear, Nose & Throat)",NASAL SEPTUM CAUTERY,183600
ENSF000056,ENT Surgery,Endoscopy & Minimal Invasive,NASAL ENDOSCOPY IN OT,79600
ENSF000057,ENT Surgery,ENT Surgery,NECK MASS EXCISSION,79600
ENSF000058,ENT Surgery,Endoscopy & Minimal Invasive,"OESOPHAGOSCOPY,   THERAPEUTIC",306000
ENSF000059,ENT Surgery,Endoscopy & Minimal Invasive,OESOPHAGOSCOPY+DILATATION,183600
ENSF000060,ENT Surgery,ENT Surgery,OROANTRAL FISTULA,183600
ENSF000061,ENT Surgery,ENT Surgery,"OTOSCOPY+REMOVAL OF FB U GA, MAJOR",306000
ENSF000062,ENT Surgery,Intensive Care,OSSICULOPLASTY WITH/WITHOUT TYMPANOPLASTY,122400
ENSF000063,ENT Surgery,ENT Surgery,PETROSECTOMY,428400
ENSF000064,ENT Surgery,"ENT (Ear, Nose & Throat)",POLYPECTOMY OF INTERNAL NOSE(BILATERAL),550700
ENSF000065,ENT Surgery,Surgical Procedures,"PHARYNGEAL POUCH,EXCISION",79600
ENSF000066,ENT Surgery,Endoscopy & Minimal Invasive,PENENDOSCOPY(LARANGYOSCO PY+OSESOPHAGOSCOPY+DILATATION),306000
ENSF000067,ENT Surgery,ENT Surgery,PACK REMOVAL IN OT,306000
ENSF000068,ENT Surgery,ENT Surgery,PARTIAL PHARYNGECTOMY,79600
ENSF000069,ENT Surgery,ENT Surgery,TOTAL PHARYNGECTOMY,428400
ENSF000070,ENT Surgery,ENT Surgery,PAROTIDECTOMY/SUPERFACIAL PAROTIDECTOMY,420400
ENSF000071,ENT Surgery,ENT Surgery,"QUINSY/RETROPHARYNGEALABSCESS,INCISION (UGA)",550700
ENSF000072,ENT Surgery,ENT Surgery,RHYNOPLASTY,79600
ENSF000073,ENT Surgery,Orthopaedics,REDUCTION OF FRACTURE MANIDBLE(MINOR),428400
ENSF000074,ENT Surgery,Orthopaedics,REDUCTION OF FRACTURE MANIDBLE(MAJOR),306000
ENSF000075,ENT Surgery,ENT Surgery,RADICAL MASTOIDECTOMY,700000
ENSF000076,ENT Surgery,Orthopaedics,REDUCTION OF FRACTURE NASAL BONES U GA MINOR,489500
ENSF000077,ENT Surgery,ENT Surgery,REMOVAL CALCULUS WHARTONE DUCT,61200
ENSF000078,ENT Surgery,"ENT (Ear, Nose & Throat)","REMOVAL OF FB,PHARYNX/LARYNX,MAJOR",350000
ENSF000079,ENT Surgery,"ENT (Ear, Nose & Throat)","REMOVAL OF NASAL FB,MAJOR",350000
ENSF000080,ENT Surgery,"ENT (Ear, Nose & Throat)",RADICAL DEBRIDMENT SMALL,79600
ENSF000081,ENT Surgery,ENT Surgery,RECONSTRUCTION OF EXTERNALAUDITORY CANAL,450000
ENSF000082,ENT Surgery,"ENT (Ear, Nose & Throat)",RECONSTRUCTION OFEXTERNAL EAR,306000
ENSF000083,ENT Surgery,Surgical Procedures,RECONSTRUCTION OF EXTERNAL EAR USING GRAFT,306000
ENSF000084,ENT Surgery,ENT Surgery,REMOVAL OF FOREIGN BODY FROM EXTERNALAUDITORY CANAL,306000
ENSF000085,ENT Surgery,ENT Surgery,REMOVAL OF FOREIGN BODY FROM EXTERNALAUDITORY CANAL(BILATERAL),79600
ENSF000086,ENT Surgery,Surgical Procedures,REPAIR OF EXTERNAL EAR,79600
ENSF000087,ENT Surgery,ENT Surgery,SUBMUCOUS DIATHERMY TO TURBINATE,79600
ENSF000088,ENT Surgery,ENT Surgery,SUBMUCOUS EXCISSION OFSEPTUM,79600
ENSF000089,ENT Surgery,ENT Surgery,SECONDARY STAGE TYMPANOPLASTY,183600
ENSF000090,ENT Surgery,ENT Surgery,SEPTORHYNOPLASTY,306000
ENSF000091,ENT Surgery,ENT Surgery,SEPTOPLASTY WITH ENDOSCOPIC REMOVAL OF MASS,306000
ENSF000092,ENT Surgery,"ENT (Ear, Nose & Throat)",SINUS,428400
ENSF000093,ENT Surgery,"ENT (Ear, Nose & Throat)",SINUS WASH OUT,244800
ENSF000094,ENT Surgery,ENT Surgery,SMR & SMD/AWO ( SEPTOPLASTY ),61200
ENSF000095,ENT Surgery,ENT Surgery,SPHENOIDECTOMY,306000
ENSF000096,ENT Surgery,ENT Surgery,SIMPLE MASTIODECTOMY,428400
ENSF000097,ENT Surgery,ENT Surgery,STAPEDECTOMY,550700
ENSF000098,ENT Surgery,Surgical Procedures,"SURGERY FOR SUBGLOTIIC STENOSIS,POST TRAUMATIC",489500
ENSF000099,ENT Surgery,Surgical Procedures,SURGICAL EXCISION MASK SOFT PALATE,428400
ENSF000100,ENT Surgery,ENT Surgery,TYMPANO  MASTIODECTOMY,428400
ENSF000101,ENT Surgery,"ENT (Ear, Nose & Throat)","TONSILLECTOMY, ADULTS",428400
ENSF000102,ENT Surgery,Paediatric Services,"TONSILLECTOMY, CHILD",244800
ENSF000103,ENT Surgery,ENT Surgery,TOTAL LARYNGECTOMY,183600
ENSF000104,ENT Surgery,"ENT (Ear, Nose & Throat)",TOTAL EXCISSION OF EXTERNAL EAR,795400
ENSF000105,ENT Surgery,ENT Surgery,THYROPLASTY,489500
ENSF000106,ENT Surgery,Surgical Procedures,THYROIDECTOMY,244800
ENSF000107,ENT Surgery,ENT Surgery,TOTAL MAXILLECTOMY,400000
ENSF000108,ENT Surgery,ENT Surgery,TRACHEOSTOMYADULT,795400
ENSF000109,ENT Surgery,Paediatric Services,TRACHEOSTOMY  CHILD,244800
ENSF000110,ENT Surgery,Surgical Procedures,TRANSORAEL EXCISION OFELONGATED STYLOID PROCESS,183600
ENSF000111,ENT Surgery,ENT Surgery,"TURBINATES,SMD,CAUTERY,   DIATHERMY/CRYOTHERAPY",550700
ENSF000112,ENT Surgery,ENT Surgery,TURBINECTOMY,122400
ENSF000113,ENT Surgery,ENT Surgery,TYMPANOPLASTY,122400
ENSF000114,ENT Surgery,ENT Surgery,TYMPANOPLASTY + FESS,306000
ENSF000115,ENT Surgery,Intensive Care,TYMPANOPLASTY WITH OSSICULAR PROSTHESIS,428400
ENSF000116,ENT Surgery,ENT Surgery,"TYMPANOTOMY, DIAGNOSTIC",428400
ENSF000117,ENT Surgery,Surgical Procedures,TOTAL EXCISION OFNOSE,244800
ENSF000118,ENT Surgery,Laboratory Tests,TRANSBRONCHIAL BIOPSY,306000
ENSF000119,ENT Surgery,ENT Surgery,TRANSPALATEL EXCISSION OFNESOPHYRENGIAL MASS,183600
ENSF000120,ENT Surgery,"ENT (Ear, Nose & Throat)",TYMPANOPLASTY +MAXILLARISINUSCOPY,244800
ENSF000121,ENT Surgery,ENT Surgery,UVULO PALATO PHARYNO PLASTY (UPPP),428400
ENSF000122,ENT Surgery,ENT Surgery,INFUSION SET,2500
ERAN000001,Emergency & Accident,Accommodation & Ward Fees,EMERGENCY BED CHRGES,50000
ERMS000008,Emergency & Accident,Emergency & Accident,ENEMA,25000
FUPR000001,Food & Dietary Services,Food & Dietary Services,BREAD AND TEA,6000
FUPR000002,Food & Dietary Services,Food & Dietary Services,QUAKER OAT & BEAN CAKE,6000
FUPR000003,Food & Dietary Services,Food & Dietary Services,BOILED YAM & EGG SAUCE,6000
FUPR000004,Food & Dietary Services,Food & Dietary Services,NOODLES AND EGG,6000
FUPR000005,Food & Dietary Services,Food & Dietary Services,CUSTARD AND BEAN CAKE,6000
FUPR000006,Food & Dietary Services,Food & Dietary Services,"TOAST BREAD, EGG AND TEA",6000
FUPR000007,Food & Dietary Services,Food & Dietary Services,BREAD AND FRIED EGG OR BOILED EGG,6000
FUPR000008,Food & Dietary Services,Food & Dietary Services,YAM AND CATFISH STEW,8000
FUPR000009,Food & Dietary Services,Food & Dietary Services,"YAM CHIPS, TEA AND EGG",6000
FUPR000010,Food & Dietary Services,Food & Dietary Services,FRUIT JUICE,5000
FUPR000011,Food & Dietary Services,Food & Dietary Services,PLANTAIN PORRIDGE AND FISH,9000
FUPR000012,Food & Dietary Services,Food & Dietary Services,"AFFANG SOUP, GARRI AND GOAT MEAT",9000
FUPR000013,Food & Dietary Services,Food & Dietary Services,VEGETABLE SOUP & GARRI,9000
FUPR000014,Food & Dietary Services,Food & Dietary Services,RICE AND VEGETABLE SAUCE,7000
FUPR000015,Food & Dietary Services,Food & Dietary Services,FISHERMAN SOUP AND GARRI,10000
FUPR000016,Food & Dietary Services,Food & Dietary Services,WHITE SOUP,9000
FUPR000017,Food & Dietary Services,Food & Dietary Services,OKRA SOUP,9000
FUPR000018,Food & Dietary Services,Food & Dietary Services,MELON SOUP,9000
FUPR000019,Food & Dietary Services,Food & Dietary Services,BITTERLEAF SOUP,9000
FUPR000020,Food & Dietary Services,Food & Dietary Services,FRIED RICE AND CHICKEN,9000
FUPR000021,Food & Dietary Services,Food & Dietary Services,JOLLOF RICE AND CHICKEN,9000
FUPR000022,Food & Dietary Services,Food & Dietary Services,POUNDED YAM,8000
FUPR000023,Food & Dietary Services,Food & Dietary Services,EKPANKWUKWO,10000
GSMS000001,General Surgery,General Surgery,"ACANTHOMA,MINOR",150000
GSPF000001,General Surgery,General Surgery,ASPIRATION OFABSCESS,30600
GSPF000002,General Surgery,General Surgery,ASPIRATION OFSUBCUTANEOUS HAEMATOMA,50000
GSPF000003,General Surgery,General Surgery,ASPIRATION OFTUMOR,85700
GSPF000004,General Surgery,General Surgery,AVULSION OF INGROWING TOE NAIL,250000
GSPF000005,General Surgery,Medical Supplies & Equipment,"BURNS,DRESSING/COMPLEX DRESSING/DAY",16000
GSPF000006,General Surgery,Medical Supplies & Equipment,DRESSING MINOR(AQUACELLADDITIONAL),19600
GSPF000007,General Surgery,Medical Supplies & Equipment,DRESSING MAJOR(AQUACELLADDITIONAL),22000
GSPF000008,General Surgery,Medical Supplies & Equipment,DRESSING INTERMIDIATE(AQUACELLADDITIONAL),20500
GSPF000009,General Surgery,General Surgery,C & D (WOUND ORABCESS ),18400
GSPF000010,General Surgery,General Surgery,CERVICALABSCESS  ULA,12300
GSPF000011,General Surgery,Surgical Procedures,CRYOSURGERY FOR INGROWING NAIL,60000
